"Region","RegionName","State","ForecastYoYPctChange","MSAName","CountyName","CityName"
"MSA","Davenport, IL","IA",3.33312245808035,"Davenport, IA",NA,NA
"MSA","Dayton, OH","OH",3.48377121897046,"Dayton, OH",NA,NA
"MSA","Decatur, IL","IL",5.41825203122332,"Decatur, IL",NA,NA
"MSA","Daytona Beach, FL","FL",3.14176961441523,"Daytona Beach, FL",NA,NA
"MSA","Denver, CO","CO",4.5136683526955,"Denver, CO",NA,NA
"MSA","Des Moines, IA","IA",3.34158843744029,"Des Moines, IA",NA,NA
"MSA","Detroit, MI","MI",3.31232216633987,"Detroit, MI",NA,NA
"MSA","Dothan, AL","AL",4.04703364375059,"Dothan, AL",NA,NA
"MSA","Dubuque, IA","IA",4.18108732284451,"Dubuque, IA",NA,NA
"MSA","Durham, NC","NC",6.21073582261534,"Durham, NC",NA,NA
"MSA","Eau Claire, WI","WI",3.73463459424718,"Eau Claire, WI",NA,NA
"MSA","El Centro, CA","CA",6.79002167570656,"El Centro, CA",NA,NA
"MSA","El Paso, TX","TX",3.22005730736839,"El Paso, TX",NA,NA
"MSA","Elizabethtown, KY","KY",3.22151172917358,"Elizabethtown, KY",NA,NA
"MSA","Elkhart, IN","IN",3.47773643490847,"Elkhart, IN",NA,NA
"MSA","Elmira, NY","NY",2.4825563426071,"Elmira, NY",NA,NA
"MSA","Erie, PA","PA",2.48609445525296,"Erie, PA",NA,NA
"MSA","Eugene, OR","OR",3.22689159701273,"Eugene, OR",NA,NA
"MSA","Evansville, IN","IN",3.15639901774293,"Evansville, IN",NA,NA
"MSA","Fairbanks, AK","AK",3.80299968711606,"Fairbanks, AK",NA,NA
"MSA","Fargo, ND","ND",4.07644112399283,"Fargo, ND",NA,NA
"MSA","Farmington, NM","NM",4.33163047378338,"Farmington, NM",NA,NA
"MSA","Fayetteville, NC","NC",4.62468762766833,"Fayetteville, NC",NA,NA
"MSA","Fayetteville, AR","AR",3.29356968942158,"Fayetteville, AR",NA,NA
"MSA","Flagstaff, AZ","AZ",1.19063712816631,"Flagstaff, AZ",NA,NA
"MSA","Flint, MI","MI",3.00153768252746,"Flint, MI",NA,NA
"MSA","Florence, SC","SC",3.7593282411538,"Florence, SC",NA,NA
"MSA","Florence, AL","AL",4.25331540327526,"Florence, AL",NA,NA
"MSA","Fond du Lac, WI","WI",4.02463218187733,"Fond du Lac, WI",NA,NA
"MSA","Fort Collins, CO","CO",3.22896388736635,"Fort Collins, CO",NA,NA
"MSA","Fort Smith, AR","AR",3.02955601831847,"Fort Smith, AR",NA,NA
"MSA","Fort Wayne, IN","IN",2.94055666280412,"Fort Wayne, IN",NA,NA
"MSA","Fresno, CA","CA",3.65245849998117,"Fresno, CA",NA,NA
"MSA","Gadsden, AL","AL",3.70386801841963,"Gadsden, AL",NA,NA
"MSA","Gainesville, FL","FL",3.12989462622692,"Gainesville, FL",NA,NA
"MSA","Gainesville, GA","GA",6.11982542232053,"Gainesville, GA",NA,NA
"MSA","Glens Falls, NY","NY",3.44469701487543,"Glens Falls, NY",NA,NA
"MSA","Goldsboro, NC","NC",3.89625989260137,"Goldsboro, NC",NA,NA
"MSA","Grand Forks, ND","ND",1.42735869977268,"Grand Forks, ND",NA,NA
"MSA","Grand Junction, CO","CO",4.34948646430409,"Grand Junction, CO",NA,NA
"MSA","Grand Rapids, MI","MI",4.94896750687859,"Grand Rapids, MI",NA,NA
"MSA","Great Falls, MT","MT",4.74429908258377,"Great Falls, MT",NA,NA
"MSA","Greeley, CO","CO",2.59889476915079,"Greeley, CO",NA,NA
"MSA","Green Bay, WI","WI",3.58752591423502,"Green Bay, WI",NA,NA
"MSA","Greensboro, NC","NC",2.76695294917065,"Greensboro, NC",NA,NA
"MSA","Greenville, NC","NC",6.74335883130759,"Greenville, NC",NA,NA
"MSA","Greenville, SC","SC",4.53951747024412,"Greenville, SC",NA,NA
"MSA","Gulfport, MS","MS",2.66494451851233,"Gulfport, MS",NA,NA
"MSA","Hagerstown, MD","WV",4.4460352517466,"Hagerstown, WV",NA,NA
"MSA","Harrisburg, PA","PA",2.17947581858596,"Harrisburg, PA",NA,NA
"MSA","Harrisonburg, VA","VA",2.26140977390108,"Harrisonburg, VA",NA,NA
"MSA","Hartford, CT","CT",1.44016683714274,"Hartford, CT",NA,NA
"MSA","Hattiesburg, MS","MS",3.23426075785083,"Hattiesburg, MS",NA,NA
"MSA","Hickory, NC","NC",2.76748460623285,"Hickory, NC",NA,NA
"MSA","Hinesville, GA","GA",3.54325711136807,"Hinesville, GA",NA,NA
"MSA","Hot Springs, AR","AR",3.04982447015841,"Hot Springs, AR",NA,NA
"MSA","Houston, TX","TX",4.56597816771046,"Houston, TX",NA,NA
"MSA","Huntington, WV","WV",2.85907993724726,"Huntington, WV",NA,NA
"MSA","Idaho Falls, ID","ID",3.83126394160252,"Idaho Falls, ID",NA,NA
"MSA","Indianapolis, IN","IN",4.01159986589596,"Indianapolis, IN",NA,NA
"MSA","Iowa City, IA","IA",3.32730317707277,"Iowa City, IA",NA,NA
"MSA","Ithaca, NY","NY",1.43572323779267,"Ithaca, NY",NA,NA
"MSA","Jackson, MI","MI",2.62971434012547,"Jackson, MI",NA,NA
"MSA","Jackson, MS","MS",2.10276415064149,"Jackson, MS",NA,NA
"MSA","Jackson, TN","TN",4.97802058364508,"Jackson, TN",NA,NA
"MSA","Jacksonville, FL","FL",4.53920839461192,"Jacksonville, FL",NA,NA
"MSA","Jefferson City, MO","MO",2.67493011104389,"Jefferson City, MO",NA,NA
"MSA","Johnson City, TN","TN",4.01838191575027,"Johnson City, TN",NA,NA
"MSA","Jonesboro, AR","AR",4.12070826945003,"Jonesboro, AR",NA,NA
"MSA","Joplin, MO","MO",4.00484532472959,"Joplin, MO",NA,NA
"MSA","Kalamazoo, MI","MI",4.49226829455902,"Kalamazoo, MI",NA,NA
"MSA","Kankakee, IL","IL",4.24411433894331,"Kankakee, IL",NA,NA
"MSA","Kansas City, MO","MO",3.58022773041247,"Kansas City, MO",NA,NA
"MSA","Killeen, TX","TX",4.25748130222585,"Killeen, TX",NA,NA
"MSA","Kingsport, TN","TN",2.96649783083453,"Kingsport, TN",NA,NA
"MSA","Kingston, NY","NY",4.58091330734542,"Kingston, NY",NA,NA
"MSA","Knoxville, TN","TN",4.31791448681112,"Knoxville, TN",NA,NA
"MSA","Kokomo, IN","IN",0.704628117998098,"Kokomo, IN",NA,NA
"MSA","La Crosse, WI","WI",3.68022536560629,"La Crosse, WI",NA,NA
"MSA","Lafayette, LA","LA",0.784217805351587,"Lafayette, LA",NA,NA
"MSA","Lake Charles, LA","LA",1.20200372904322,"Lake Charles, LA",NA,NA
"MSA","Lake Havasu City, AZ","AZ",4.44081121787213,"Lake Havasu City, AZ",NA,NA
"MSA","Lakeland, FL","FL",6.15045942555875,"Lakeland, FL",NA,NA
"MSA","Lancaster, PA","PA",2.45041852476844,"Lancaster, PA",NA,NA
"MSA","Lansing, MI","MI",2.71172380816241,"Lansing, MI",NA,NA
"MSA","Laredo, TX","TX",2.95245145834921,"Laredo, TX",NA,NA
"MSA","Las Cruces, NM","NM",4.01409273923152,"Las Cruces, NM",NA,NA
"MSA","Las Vegas, NV","NV",6.71360821054246,"Las Vegas, NV",NA,NA
"MSA","Lawrence, KS","KS",2.71048178475008,"Lawrence, KS",NA,NA
"MSA","Lawton, OK","OK",1.90249094949223,"Lawton, OK",NA,NA
"MSA","Lebanon, PA","PA",2.44768708310779,"Lebanon, PA",NA,NA
"MSA","Lewiston, ID","ID",3.44656347530336,"Lewiston, ID",NA,NA
"MSA","Lewiston, ME","ME",2.19374591879189,"Lewiston, ME",NA,NA
"MSA","Lexington, KY","KY",3.68438856323368,"Lexington, KY",NA,NA
"MSA","Lima, OH","OH",3.61294771059716,"Lima, OH",NA,NA
"MSA","Lincoln, NE","NE",3.15619298535874,"Lincoln, NE",NA,NA
"MSA","Little Rock, AR","AR",3.38669457583744,"Little Rock, AR",NA,NA
"MSA","Longview, TX","TX",2.37798927400761,"Longview, TX",NA,NA
"MSA","Louisville-Jefferson County, KY","KY",3.78770311844329,"Louisville/Jefferson County, KY",NA,NA
"MSA","Lubbock, TX","TX",2.76589309729999,"Lubbock, TX",NA,NA
"MSA","Lynchburg, VA","VA",2.46852820116005,"Lynchburg, VA",NA,NA
"MSA","Macon, GA","GA",3.96883504753212,"Macon, GA",NA,NA
"MSA","Madera, CA","CA",6.35179073828309,"Madera, CA",NA,NA
"MSA","Madison, WI","WI",3.52127208564978,"Madison, WI",NA,NA
"MSA","Manchester, NH","NH",3.28158851226564,"Manchester, NH",NA,NA
"MSA","Manhattan, KS","KS",2.70630571272833,"Manhattan, KS",NA,NA
"MSA","Mankato, MN","MN",2.36891423412654,"Mankato, MN",NA,NA
"MSA","Mansfield, OH","OH",2.4224230328468,"Mansfield, OH",NA,NA
"MSA","McAllen, TX","TX",4.49991761980201,"McAllen, TX",NA,NA
"MSA","Medford, OR","OR",6.34391411254547,"Medford, OR",NA,NA
"MSA","Memphis, TN","TN",4.40287541906661,"Memphis, TN",NA,NA
"MSA","Merced, CA","CA",7.77562461129011,"Merced, CA",NA,NA
"MSA","Miami-Fort Lauderdale, FL","FL",3.79563570824876,"Miami-Fort Lauderdale, FL",NA,NA
"MSA","Michigan City, IN","IN",3.03155331833566,"Michigan City, IN",NA,NA
"MSA","Midland, TX","TX",5.2348953070938,"Midland, TX",NA,NA
"MSA","Milwaukee, WI","WI",2.68037320377105,"Milwaukee, WI",NA,NA
"MSA","Minneapolis-St Paul, MN","MN",4.94714231766054,"Minneapolis-St Paul, MN",NA,NA
"MSA","Missoula, MT","MT",2.7812837780777,"Missoula, MT",NA,NA
"MSA","Mobile, AL","AL",2.7182647809468,"Mobile, AL",NA,NA
"MSA","Modesto, CA","CA",5.22067306520329,"Modesto, CA",NA,NA
"MSA","Monroe, LA","LA",2.00929563348156,"Monroe, LA",NA,NA
"MSA","Monroe, MI","MI",2.96603580421636,"Monroe, MI",NA,NA
"MSA","Morgantown, WV","WV",4.41971492270019,"Morgantown, WV",NA,NA
"MSA","Morristown, TN","TN",3.49978398951528,"Morristown, TN",NA,NA
"MSA","Mount Vernon, WA","WA",4.68958221294189,"Mount Vernon, WA",NA,NA
"MSA","Muncie, IN","IN",3.83100519948431,"Muncie, IN",NA,NA
"MSA","Muskegon, MI","MI",3.31231542936507,"Muskegon, MI",NA,NA
"MSA","Myrtle Beach, SC","SC",5.14489064855586,"Myrtle Beach, SC",NA,NA
"MSA","Napa, CA","CA",2.94256400463075,"Napa, CA",NA,NA
"MSA","Naples, FL","FL",1.84130330118702,"Naples, FL",NA,NA
"MSA","Nashville, TN","TN",3.97615517796978,"Nashville, TN",NA,NA
"MSA","New Haven, CT","CT",1.48478613879807,"New Haven, CT",NA,NA
"MSA","New Orleans, LA","LA",1.96347023088174,"New Orleans, LA",NA,NA
"MSA","New York, NY","NY",4.30749433187452,"New York, NY",NA,NA
"MSA","Niles, MI","MI",2.81768165594381,"Niles, MI",NA,NA
"MSA","New London, CT","CT",2.0800828675107,"New London, CT",NA,NA
"MSA","Ocala, FL","FL",4.69106895555373,"Ocala, FL",NA,NA
"MSA","Ocean City, NJ","NJ",3.47035956534312,"Ocean City, NJ",NA,NA
"MSA","Odessa, TX","TX",4.86813301444836,"Odessa, TX",NA,NA
"MSA","Ogden, UT","UT",4.5554724742362,"Ogden, UT",NA,NA
"MSA","Oklahoma City, OK","OK",2.82675939408663,"Oklahoma City, OK",NA,NA
"MSA","Olympia, WA","WA",4.9757359145428,"Olympia, WA",NA,NA
"MSA","Omaha, NE","NE",3.64003069936506,"Omaha, NE",NA,NA
"MSA","Orlando, FL","FL",6.66454689866576,"Orlando, FL",NA,NA
"MSA","Oshkosh, WI","WI",3.59795709153436,"Oshkosh, WI",NA,NA
"MSA","Owensboro, KY","KY",5.35426066779161,"Owensboro, KY",NA,NA
"MSA","Ventura, CA","CA",4.44956535503405,"Ventura, CA",NA,NA
"MSA","Melbourne, FL","FL",5.00970985029085,"Melbourne, FL",NA,NA
"MSA","Panama City, FL","FL",2.85259078403828,"Panama City, FL",NA,NA
"MSA","Parkersburg, WV","WV",3.45772809947305,"Parkersburg, WV",NA,NA
"MSA","Pensacola, FL","FL",2.4743170103353,"Pensacola, FL",NA,NA
"MSA","Peoria, IL","IL",3.17407227071248,"Peoria, IL",NA,NA
"MSA","Philadelphia, PA","PA",3.89564090137376,"Philadelphia, PA",NA,NA
"MSA","Phoenix, AZ","AZ",3.89523312357891,"Phoenix, AZ",NA,NA
"MSA","Pine Bluff, AR","AR",3.57868394661787,"Pine Bluff, AR",NA,NA
"MSA","Pittsburgh, PA","PA",3.52430114584195,"Pittsburgh, PA",NA,NA
"MSA","Pittsfield, MA","MA",1.40735017173618,"Pittsfield, MA",NA,NA
"MSA","Pocatello, ID","ID",5.01530318828731,"Pocatello, ID",NA,NA
"MSA","Port St. Lucie, FL","FL",4.2121690375041,"Port St. Lucie, FL",NA,NA
"MSA","Portland, ME","ME",3.72870068130745,"Portland, ME",NA,NA
"MSA","Portland, OR","OR",3.28242789747139,"Portland, OR",NA,NA
"MSA","Prescott, AZ","AZ",2.31989835820336,"Prescott, AZ",NA,NA
"MSA","Providence, RI","RI",3.77693380024495,"Providence, RI",NA,NA
"MSA","Provo, UT","UT",4.81210366745628,"Provo, UT",NA,NA
"MSA","Pueblo, CO","CO",3.73088780355851,"Pueblo, CO",NA,NA
"MSA","Punta Gorda, FL","FL",4.76699766799293,"Punta Gorda, FL",NA,NA
"MSA","Racine, WI","WI",2.19077516352759,"Racine, WI",NA,NA
"MSA","Raleigh, NC","NC",4.56699857928767,"Raleigh, NC",NA,NA
"MSA","Reading, PA","PA",4.81968822548529,"Reading, PA",NA,NA
"MSA","Redding, CA","CA",2.27236498009007,"Redding, CA",NA,NA
"MSA","Reno, NV","NV",6.58883076542229,"Reno, NV",NA,NA
"MSA","Richmond, VA","VA",3.66746142417578,"Richmond, VA",NA,NA
"MSA","Riverside, CA","CA",6.31023093170461,"Riverside, CA",NA,NA
"MSA","Roanoke, VA","VA",3.36176437276222,"Roanoke, VA",NA,NA
"MSA","Rochester, MN","MN",2.99067313336,"Rochester, MN",NA,NA
"MSA","Rochester, NY","NY",1.64908175841965,"Rochester, NY",NA,NA
"MSA","Rockford, IL","IL",4.3520902074187,"Rockford, IL",NA,NA
"MSA","Rome, GA","GA",3.61042184581329,"Rome, GA",NA,NA
"MSA","Sacramento, CA","CA",5.95307067753284,"Sacramento, CA",NA,NA
"MSA","Saginaw, MI","MI",3.40080469327743,"Saginaw, MI",NA,NA
"MSA","Salem, OR","OR",5.31029788569977,"Salem, OR",NA,NA
"MSA","Salinas, CA","CA",2.90813336127636,"Salinas, CA",NA,NA
"MSA","Salisbury, DE","MD",2.42515132769576,"Salisbury, MD",NA,NA
"MSA","Salt Lake City, UT","UT",5.32104193783259,"Salt Lake City, UT",NA,NA
"MSA","San Angelo, TX","TX",3.22775216172813,"San Angelo, TX",NA,NA
"MSA","San Antonio, TX","TX",3.13489835622959,"San Antonio, TX",NA,NA
"MSA","San Diego, CA","CA",4.81356306487769,"San Diego, CA",NA,NA
"MSA","San Francisco, CA","CA",5.46878435588588,"San Francisco, CA",NA,NA
"MSA","San Jose, CA","CA",10.8841446629732,"San Jose, CA",NA,NA
"MSA","San Luis Obispo, CA","CA",3.73691849363173,"San Luis Obispo, CA",NA,NA
"MSA","Sandusky, OH","OH",4.09759592677374,"Sandusky, OH",NA,NA
"MSA","Santa Cruz, CA","CA",4.84192734821251,"Santa Cruz, CA",NA,NA
"MSA","Santa Rosa, CA","CA",3.79141196459215,"Santa Rosa, CA",NA,NA
"MSA","Savannah, GA","GA",3.17902267363926,"Savannah, GA",NA,NA
"MSA","Scranton, PA","PA",3.8423012934401,"Scranton, PA",NA,NA
"MSA","Seattle, WA","WA",7.64487418668696,"Seattle, WA",NA,NA
"MSA","Vero Beach, FL","FL",4.65913555629511,"Vero Beach, FL",NA,NA
"MSA","Sioux City, IA","IA",2.98381617729472,"Sioux City, IA",NA,NA
"MSA","Sioux Falls, SD","SD",2.45523270911008,"Sioux Falls, SD",NA,NA
"MSA","Spartanburg, SC","SC",5.94173245702313,"Spartanburg, SC",NA,NA
"MSA","Spokane, WA","WA",3.75886808812703,"Spokane, WA",NA,NA
"MSA","Springfield, IL","IL",2.9249735384283,"Springfield, IL",NA,NA
"MSA","Springfield, MA","MA",2.48860172289207,"Springfield, MA",NA,NA
"MSA","Springfield, MO","MO",4.89721950200347,"Springfield, MO",NA,NA
"MSA","Springfield, OH","OH",3.26767614004579,"Springfield, OH",NA,NA
"MSA","St. Cloud, MN","MN",3.58450131634831,"St. Cloud, MN",NA,NA
"MSA","St. George, UT","UT",2.93236137762899,"St. George, UT",NA,NA
"MSA","St. Joseph, MO","MO",3.59103532938423,"St. Joseph, MO",NA,NA
"MSA","St. Louis, MO","MO",3.78996940800522,"St. Louis, MO",NA,NA
"MSA","State College, PA","PA",2.37932078393669,"State College, PA",NA,NA
"MSA","Stockton, CA","CA",6.8279774445259,"Stockton, CA",NA,NA
"MSA","Sumter, SC","SC",4.70105984036815,"Sumter, SC",NA,NA
"MSA","Syracuse, NY","NY",2.7579550071372,"Syracuse, NY",NA,NA
"MSA","Tallahassee, FL","FL",1.55704130861099,"Tallahassee, FL",NA,NA
"MSA","Tampa, FL","FL",6.13024697702564,"Tampa, FL",NA,NA
"MSA","Terre Haute, IN","IN",6.8886500261595,"Terre Haute, IN",NA,NA
"MSA","Texarkana, TX","TX",0.850178673313555,"Texarkana, TX",NA,NA
"MSA","Toledo, OH","OH",4.03830817500708,"Toledo, OH",NA,NA
"MSA","Topeka, KS","KS",3.32615630047549,"Topeka, KS",NA,NA
"MSA","Trenton, NJ","NJ",3.25568412860156,"Trenton, NJ",NA,NA
"MSA","Tucson, AZ","AZ",4.10194698946079,"Tucson, AZ",NA,NA
"MSA","Tulsa, OK","OK",2.81317693421793,"Tulsa, OK",NA,NA
"MSA","Tuscaloosa, AL","AL",4.0903509867609,"Tuscaloosa, AL",NA,NA
"MSA","Tyler, TX","TX",5.21928188486795,"Tyler, TX",NA,NA
"MSA","Utica, NY","NY",4.087812796712,"Utica, NY",NA,NA
"MSA","Valdosta, GA","GA",3.60541839163895,"Valdosta, GA",NA,NA
"MSA","Vallejo, CA","CA",5.31959983819429,"Vallejo, CA",NA,NA
"MSA","Victoria, TX","TX",2.67423825835621,"Victoria, TX",NA,NA
"MSA","Vineland, NJ","NJ",1.95033640144069,"Vineland, NJ",NA,NA
"MSA","Virginia Beach, VA","VA",2.0884585334782,"Virginia Beach, VA",NA,NA
"MSA","Visalia, CA","CA",4.36313963680044,"Visalia, CA",NA,NA
"MSA","Waco, TX","TX",4.96056788575919,"Waco, TX",NA,NA
"MSA","Warner Robins, GA","GA",3.50519822801167,"Warner Robins, GA",NA,NA
"MSA","Washington, DC","VA",3.82773766886257,"Washington, VA",NA,NA
"MSA","Waterloo, IA","IA",2.47894420044381,"Waterloo, IA",NA,NA
"MSA","Weirton, OH","OH",2.46272955665834,"Weirton, OH",NA,NA
"MSA","Wenatchee, WA","WA",4.11745257858935,"Wenatchee, WA",NA,NA
"MSA","Wheeling, OH","OH",4.15779713154087,"Wheeling, OH",NA,NA
"MSA","Wichita, KS","KS",2.4692271498991,"Wichita, KS",NA,NA
"MSA","Williamsport, PA","PA",3.03833879365815,"Williamsport, PA",NA,NA
"MSA","Winchester, VA","VA",3.46012143820709,"Winchester, VA",NA,NA
"MSA","Winston-Salem, NC","NC",3.57110837438123,"Winston-Salem, NC",NA,NA
"MSA","Worcester, MA","MA",2.6310336532054,"Worcester, MA",NA,NA
"MSA","Yakima, WA","WA",4.00920369417761,"Yakima, WA",NA,NA
"MSA","York, PA","PA",2.99472432488223,"York, PA",NA,NA
"MSA","Youngstown, OH","OH",3.10983407714678,"Youngstown, OH",NA,NA
"MSA","Yuba City, CA","CA",7.34022960486986,"Yuba City, CA",NA,NA
"MSA","Yuma, AZ","AZ",5.94949863763138,"Yuma, AZ",NA,NA
"MSA","Bloomington, IL","IL",3.89809311052269,"Bloomington, IL",NA,NA
"MSA","Crestview-Fort Walton Beach-Destin, FL","FL",3.14439065751865,"Crestview-Fort Walton Beach-Destin, FL",NA,NA
"MSA","Holland, MI","MI",2.8911297110557,"Holland, MI",NA,NA
"MSA","Lafayette-West Lafayette, IN","IN",3.74021986850454,"Lafayette-West Lafayette, IN",NA,NA
"MSA","Los Angeles-Long Beach-Anaheim, CA","CA",4.03530201348209,"Los Angeles-Long Beach-Anaheim, CA",NA,NA
"MSA","North Port-Sarasota-Bradenton, FL","FL",2.65664793577787,"North Port-Sarasota-Bradenton, FL",NA,NA
"MSA","Santa Maria-Santa Barbara, CA","CA",3.31339657451543,"Santa Maria-Santa Barbara, CA",NA,NA
"MSA","Urban Honolulu, HI","HI",3.03884715505933,"Urban Honolulu, HI",NA,NA
"County","Ada","ID",5.3475476170229,"Boise City, ID","Ada",NA
"County","Bay","FL",2.95879092335226,"Panama City, FL","Bay",NA
"County","Bay","MI",3.9000911492354,"Bay City, MI","Bay",NA
"County","Gem","ID",4.9856885648925,"Boise City, ID","Gem",NA
"County","Lee","AL",3.19504448629343,"Auburn, AL","Lee",NA
"County","Lee","FL",3.56518028438168,"Fort Myers, FL","Lee",NA
"County","Lee","GA",1.01295089309799,"Albany, GA","Lee",NA
